log2foldChange	pValues	logP	baseMean	FDR	logFDR	group	label	bar
Microlunatus	0.0846531118105529	0.957810850422856	0.0187202474227894	2.96952323851625e-05	1	0	nosig	NA	1
Micromonospora	-2.45627173188596	0.039979602946257	1.39816152335212	8.2720354767705e-05	0.606499082993218	0.217169851435968	depleted	NA	1
Micropruina	2.66979349570256	0.110465130411439	0.956774790393203	1.18366461384697e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Mobiluncus	-0.506924066486845	1	0	7.24603006418889e-06	1	0	nosig	NA	1
Modestobacter	1.28635083944475	0.407774760622591	0.389579658551885	6.47320399520452e-06	0.654827487216008	0.18387309881464	nosig	NA	1
Mycobacterium	2.60440090557378	0.84810824862518	0.0715487128608829	0.000114127374064705	0.98969096770827	0.0045003932515715	nosig	NA	1
Mycobacteroides	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Mycolicibacterium	-1.40458390174062	0.148010694023782	0.829706904958202	7.91318355973528e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Nakamurella	-0.888442676028069	0.517634118583346	0.285977105940329	1.93395487116601e-05	0.744099045463559	0.12836925257866	nosig	NA	1
Neomicrococcus	-1.80231981841319	0.488142933739699	0.311452993068265	2.03252032520325e-06	0.716143851350629	0.144999732478693	nosig	NA	1
Nesterenkonia	-0.562122524363045	1	0	2.21631205673759e-06	1	0	nosig	NA	1
Nocardia	-7.83632038790515	0.0324742023051656	1.48846150811389	0	0.551288243894835	0.258621268659928	depleted	NA	1
Nocardioides	-0.598362697316851	0.596799059583404	0.224171869882003	2.43057656730382e-05	0.805904790687438	0.0937162625639497	nosig	NA	1
Nocardiopsis	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Nonomuraea	-4.76513752509893	0.482500424617946	0.316502300125059	5.4194145388272e-06	0.716143851350629	0.144999732478693	nosig	NA	1
Olsenella	-3.92934421513283	0.000155400155400155	3.80854855124041	0.000170362291311825	0.110800310800311	0.95545902138854	depleted	NA	1
Parafannyhessea	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Parolsenella	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Phoenicibacter	0.31072670900585	0.798445998445998	0.0977544513100782	9.98136393479736e-05	0.947241259387682	0.0235393934609521	nosig	NA	1
Plantactinospora	-1.24055008047588	0.0984722781285988	1.00668601468299	1.6384833899439e-05	0.633880847834336	0.197992369864747	depleted	NA	1
Pontimonas	-7.83632038790515	0.0764479298304189	1.11663427055773	0	0.633806674059171	0.198043191949428	depleted	NA	1
Prauserella	7.12392762536832	0.381573905705021	0.418421332594266	3.36021505376344e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Pseudonocardia	-1.49225789489554	0.0984722781285988	1.00668601468299	1.23832746790186e-05	0.633880847834336	0.197992369864747	depleted	NA	1
Rhodococcus	2.20858433082404	0.0379176379176379	1.42115872490168	0.000255189770321844	0.606499082993218	0.217169851435968	enriched	NA	1
Rhodoluna	-1.04091125286673	0.589744362208388	0.229336202156636	1.94401244167963e-06	0.799406331282473	0.0972324164585096	nosig	NA	1
Rothia	-0.719957562702252	0.432309552266298	0.364205168235236	9.71512034229804e-06	0.685751490911828	0.163833239510417	nosig	NA	1
Rubrobacter	-0.258488862605483	0.672143970444527	0.172537692909302	5.08542170125861e-05	0.87134300168536	0.0598108525516802	nosig	NA	1
Saccharomonospora	-0.136573052875444	1	0	2.01612903225806e-06	1	0	nosig	NA	1
Saccharopolyspora	-2.95660946042351	0.0176722763867224	1.75270750490655	3.03398058252427e-06	0.551288243894835	0.258621268659928	depleted	NA	1
Salinispora	0.471453250351884	0.351401570582985	0.454196301765028	2.29269473004379e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Scardovia	7.12392762536832	0.381573905705021	0.418421332594266	3.18066157760814e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Schaalia	-7.83632038790515	0.170903520230797	0.767248991690819	0	0.633880847834336	0.197992369864747	nosig	NA	1
Serinicoccus	7.12392762536832	0.381573905705021	0.418421332594266	1.71939477303989e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Slackia	-1.2129937233342	1	0	2.04248366013072e-06	1	0	nosig	NA	1
Streptomyces	-1.20343986164412	0.102545880978909	0.989081779508754	6.95997868487016e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Streptosporangium	0.460071252893347	1	0	3.04878048780488e-06	1	0	nosig	NA	1
Tessaracoccus	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Tetrasphaera	7.12392762536832	0.170903520230797	0.767248991690819	4.79245567764515e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Thermobispora	-2.08484126217906	0.0496329132677272	1.30423023258092	5.38995887833097e-06	0.633806674059171	0.198043191949428	depleted	NA	1
Thermomonospora	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Tropheryma	-0.267241909323795	0.784022658299928	0.105671385998683	1.96657626994716e-05	0.947241259387682	0.0235393934609521	nosig	NA	1
Trueperella	1.13061931597217	0.482500424617946	0.316502300125059	9.64831753715104e-06	0.716143851350629	0.144999732478693	nosig	NA	1
Tsukamurella	7.12392762536832	0.381573905705021	0.418421332594266	2.51256281407035e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Xylanimicrobium	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Persephonella	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Sulfurihydrogenibium	7.12392762536832	0.170903520230797	0.767248991690819	6.32136509519608e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Chthonomonas	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Fimbriimonas	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Aequorivita	-1.09666809267588	0.589744362208388	0.229336202156636	1.03021978021978e-05	0.799406331282473	0.0972324164585096	nosig	NA	1
Algoriphagus	-1.5275295492375	0.0621104744239398	1.20683515343176	2.60041043081596e-05	0.633806674059171	0.198043191949428	depleted	NA	1
Alistipes	0.582031897397032	0.082983682983683	1.08100729421185	0.113799129819308	0.633880847834336	0.197992369864747	nosig	Alistipes	1
Alkalitalea	-1.1367512449029	0.20511387641626	0.688004957636732	1.16854066467351e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Antarcticibacterium	7.12392762536832	0.381573905705021	0.418421332594266	3.53107344632768e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Aquirufa	7.12392762536832	0.0764479298304189	1.11663427055773	1.18396053241808e-05	0.633806674059171	0.198043191949428	enriched	NA	1
Arachidicoccus	0.08339578979215	0.573737373737374	0.241286858886531	0.00392298717138501	0.799406331282473	0.0972324164585096	nosig	NA	1
Bacteroides	-0.558732627661937	0.441802641802642	0.354771691549963	0.00117490091364357	0.690801060537903	0.160647004362533	nosig	NA	1
Barnesiella	-0.348961961074838	0.798445998445998	0.0977544513100782	0.000153983737114168	0.947241259387682	0.0235393934609521	nosig	NA	1
Bergeyella	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Bernardetia	0.327932359214987	0.621768741264933	0.206371115418256	1.54023721243364e-05	0.830189349291943	0.0808228425949466	nosig	NA	1
Butyricimonas	-0.273437190721357	0.278632478632479	0.554968261678223	0.000560603091305065	0.633880847834336	0.197992369864747	nosig	NA	1
Candidatus_Amoebophilus	-0.0682483009722723	1	0	4.12541254125413e-06	1	0	nosig	NA	1
Candidatus_Azobacteroides	-0.89731795954537	0.945001830339073	0.0245673503210126	5.77609551944855e-06	1	0	nosig	NA	1
Candidatus_Cardinium	1.81590816472958	0.0926516686095555	1.03314675485132	0.000129501932860602	0.633880847834336	0.197992369864747	enriched	NA	1
Candidatus_Sulcia	-0.746243989159572	0.104895104895105	0.979244778409381	0.00102381854435517	0.633880847834336	0.197992369864747	nosig	NA	1
Capnocytophaga	2.28713712716321	0.00986242459212305	2.00601630437568	0.000105261574603117	0.463976301476302	0.333504201343638	enriched	NA	1
Chitinophaga	-1.5327846856742	0.602524352361297	0.220025395421307	8.90579544157098e-06	0.809039290458766	0.0920303866509109	nosig	NA	1
Chryseobacterium	1.1292024945231	0.104895104895105	0.979244778409381	0.000154141691837862	0.633880847834336	0.197992369864747	nosig	NA	1
Chryseolinea	-1.34648017713649	0.589744362208388	0.229336202156636	1.8037518037518e-06	0.799406331282473	0.0972324164585096	nosig	NA	1
Cloacibacterium	2.84069329812312	0.072848858320992	1.1375772500543	3.18427976845029e-05	0.633806674059171	0.198043191949428	enriched	NA	1
Croceibacter	-0.0700339244350939	0.878477078477078	0.0562695657802869	0.0378348703335451	0.998969947295306	0.000447576759137798	nosig	Croceibacter	1
Cytophaga	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Duncaniella	0.199339716789979	0.878477078477078	0.0562695657802869	0.199885117614781	0.998969947295306	0.000447576759137798	nosig	Duncaniella	1
Dyadobacter	-0.545552784272335	1	0	1.74852604043518e-05	1	0	nosig	NA	1
Echinicola	-0.588721209859242	0.344207338785014	0.463179874392368	6.39961812768847e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Elizabethkingia	0.535484927253887	1	0	3.18126860924818e-05	1	0	nosig	NA	1
Fermentimonas	0.820968556110488	0.0649572649572649	1.18737226946537	0.00122116253466918	0.633806674059171	0.198043191949428	nosig	NA	1
Flammeovirga	-0.0544339324677398	0.959129759129759	0.0181226338492949	0.0017038020172758	1	0	nosig	NA	1
Flavisolibacter	-2.00897156205524	0.0235441024125528	1.62811786180252	1.0794988270674e-05	0.551288243894835	0.258621268659928	depleted	NA	1
Flavobacterium	-0.683628088635609	0.371677446913074	0.429833790742753	3.5327622910271e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Gramella	-7.83632038790515	0.170903520230797	0.767248991690819	0	0.633880847834336	0.197992369864747	nosig	NA	1
Haliscomenobacter	-1.7215355535966	1	0	2.01612903225806e-06	1	0	nosig	NA	1
Hymenobacter	-1.74635561797535	0.180008443727484	0.744707122795331	5.50660792951542e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Kaistella	1.88216350970614	1	0	8.16993464052288e-06	1	0	nosig	NA	1
Kordia	-1.85065947312861	0.180008443727484	0.744707122795331	1.53374233128834e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Labilibaculum	3.00772879867544	1	0	0.000161981712052394	1	0	nosig	NA	1
Leadbetterella	7.12392762536832	0.170903520230797	0.767248991690819	3.35401826683564e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Maribellus	0.146442142555922	0.573737373737374	0.241286858886531	0.00252562647649455	0.799406331282473	0.0972324164585096	nosig	NA	1
Mucilaginibacter	-2.32333169350681	0.334151659119493	0.476056378189392	2.72331154684096e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Mucinivorans	0.20506383876239	0.0649572649572649	1.18737226946537	0.0016054218976203	0.633806674059171	0.198043191949428	nosig	NA	1
Muribaculum	-0.102172499853567	0.959129759129759	0.0181226338492949	0.29419226250622	1	0	nosig	Muribaculum	1
Muricauda	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Muriicola	7.12392762536832	0.0764479298304189	1.11663427055773	1.28643898764403e-05	0.633806674059171	0.198043191949428	enriched	NA	1
Myroides	-7.83632038790515	0.0764479298304189	1.11663427055773	0	0.633806674059171	0.198043191949428	depleted	NA	1
Niabella	-2.63986349278209	0.0933375471780229	1.02994361614688	4.79245567764515e-06	0.633880847834336	0.197992369864747	depleted	NA	1
Niastella	1.41226452059834	0.589744362208388	0.229336202156636	6.74834187737133e-06	0.799406331282473	0.0972324164585096	nosig	NA	1
Nonlabens	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Odoribacter	-0.531337109043542	0.505361305361305	0.296398014318375	0.021628998164824	0.730090160928843	0.136623504295965	nosig	Odoribacter	1
Paludibacter	-0.0741786209171824	0.720901320901321	0.142124178721646	8.83399908848506e-05	0.893917637917638	0.0487024935594109	nosig	NA	1
Panacibacter	-1.08669172986115	0.297253173069921	0.526873500748288	1.53234048287713e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Parabacteroides	-0.0323445488251097	0.798445998445998	0.0977544513100782	0.010106040390667	0.947241259387682	0.0235393934609521	nosig	NA	1
Paraflavitalea	-0.919440588115204	0.271588674243375	0.566088344907604	7.6463391680783e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Paraprevotella	-0.896499693796633	0.00699300699300699	2.15533603746506	0.000165805110640702	0.403780813741682	0.393854321063697	nosig	NA	1
Pedobacter	0.328651339288002	1	0	3.61208439771592e-05	1	0	nosig	NA	1
Persicobacter	7.12392762536832	0.170903520230797	0.767248991690819	1.80462817718672e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Petrimonas	5.11871473219624	0.0460530998204479	1.33674113225091	0.000633788853936697	0.633806674059171	0.198043191949428	enriched	NA	1
Phnomibacter	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Phocaeicola	-1.054592228329	0.0649572649572649	1.18737226946537	0.000461787747323825	0.633806674059171	0.198043191949428	depleted	NA	1
Polaribacter	0.0291917127147831	1	0	3.93081761006289e-06	1	0	nosig	NA	1
Pontibacter	0.000792519095625938	0.862186694400762	0.064398683631186	1.34852887958516e-05	0.998969947295306	0.000447576759137798	nosig	NA	1
Porphyromonas	0.0684443971449667	1	0	0.000549316328892443	1	0	nosig	NA	1
Prevotella	-0.84092562107788	0.0281274281274281	1.55086997637122	0.000494062719582396	0.551288243894835	0.258621268659928	nosig	NA	1
Proteiniphilum	7.12392762536832	0.170903520230797	0.767248991690819	4.6573572059009e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Pseudobacter	-1.60826256486019	0.111909737067011	0.951132124637875	1.18430484371093e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Pseudocnuella	-2.98392244928606	0.0298406889515169	1.52519115424267	2.1079258010118e-06	0.551288243894835	0.258621268659928	depleted	NA	1
Pseudopedobacter	0.47974022795382	0.104895104895105	0.979244778409381	9.7419013624228e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Pseudoprevotella	-1.83514753569528	0.111909737067011	0.951132124637875	1.16360251230756e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Psychroflexus	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Rhodocytophaga	-7.83632038790515	0.170903520230797	0.767248991690819	0	0.633880847834336	0.197992369864747	nosig	NA	1
Rhodothermus	7.12392762536832	0.381573905705021	0.418421332594266	4.23728813559322e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Robiginitalea	2.5439246815912	0.072848858320992	1.1375772500543	2.6244600190513e-05	0.633806674059171	0.198043191949428	enriched	NA	1
Roseivirga	1.86886439042015	0.589744362208388	0.229336202156636	1.01008010595892e-05	0.799406331282473	0.0972324164585096	nosig	NA	1
Sediminicola	7.12392762536832	0.381573905705021	0.418421332594266	7.35294117647059e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Sodaliphilus	-0.510765927827984	0.0649572649572649	1.18737226946537	0.0587690522808013	0.633806674059171	0.198043191949428	nosig	Sodaliphilus	1
Solitalea	-1.16209996577225	0.129923827647797	0.886311193292016	3.56696200524916e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Sphingobacterium	-0.684451933742891	0.829248459182946	0.0813153267653275	3.20346282633456e-05	0.977214189340125	0.010010235612458	nosig	NA	1
Spirosoma	0.272045101570874	0.833514212953315	0.0790869902516101	8.94681307585886e-05	0.977214189340125	0.010010235612458	nosig	NA	1
Tannerella	-0.538432795037534	0.104895104895105	0.979244778409381	0.000114142232702482	0.633880847834336	0.197992369864747	nosig	NA	1
Tenacibaculum	7.12392762536832	0.381573905705021	0.418421332594266	2.59336099585062e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Candidatus_Cyclonatronum	7.12392762536832	0.381573905705021	0.418421332594266	3.14861460957179e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Caldithrix	1.03225940779751	0.305004520647559	0.515693723677018	1.777851761914e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Candidatus_Cloacimonas	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Candidatus_Vampirococcus	7.12392762536832	0.0764479298304189	1.11663427055773	8.13636125620852e-05	0.633806674059171	0.198043191949428	enriched	NA	1
Candidatus_Saccharimonas	-4.54016075248691	0.00353838959826451	2.45119435032367	2.21631205673759e-06	0.346844320018132	0.459865413186881	depleted	NA	1
Candidatus_Protochlamydia	7.12392762536832	0.381573905705021	0.418421332594266	2.52525252525253e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Simkania	0.444998846868906	0.65494027546235	0.183798301870438	8.84489868538729e-06	0.850587279425603	0.0702811164686645	nosig	NA	1
Waddlia	7.12392762536832	0.170903520230797	0.767248991690819	3.90467303326914e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Chloroherpeton	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Prosthecochloris	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Anaerolinea	-0.164360325719041	0.506864838232507	0.295107835214262	1.22907664801531e-05	0.730090160928843	0.136623504295965	nosig	NA	1
Brevefilum	-1.83338424612232	0.118212288779656	0.927337373947296	4.13675213675214e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Caldilinea	0.682542128616315	0.160967196971152	0.793262618539038	3.26852071870051e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Candidatus_Promineofilum	-7.83632038790515	0.0764479298304189	1.11663427055773	0	0.633806674059171	0.198043191949428	depleted	NA	1
Chloroflexus	0.0139898314568477	0.949094251818098	0.0226906568962369	7.58399697988387e-06	1	0	nosig	NA	1
Dehalococcoides	1.00811869116239	0.328205128205128	0.483854637378631	0.0234336876490958	0.633880847834336	0.197992369864747	nosig	Dehalococcoides	1
Dehalogenimonas	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Ktedonosporobacter	-3.43793234718774	0.0158728572562096	1.7993448893187	7.4651833408061e-06	0.551288243894835	0.258621268659928	depleted	NA	1
Pelolinea	1.00475403127161	0.388323228978925	0.410806629758795	3.82766323786341e-05	0.640913107087902	0.193200846721842	nosig	NA	1
Tepidiforma	1.05905719360975	0.325270979974212	0.487754681874203	2.69492831005272e-05	0.633880847834336	0.197992369864747	nosig	NA	1
Thermobaculum	0.780721856909284	0.278632478632479	0.554968261678223	0.000168831519094432	0.633880847834336	0.197992369864747	nosig	NA	1
Homo	7.12392762536832	0.381573905705021	0.418421332594266	2.04248366013072e-06	0.633880847834336	0.197992369864747	nosig	NA	1
Desulfurispirillum	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Coprothermobacter	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Cyanothece	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Geminocystis	-7.83632038790515	0.381573905705021	0.418421332594266	0	0.633880847834336	0.197992369864747	nosig	NA	1
Leptolyngbya	7.12392762536832	0.170903520230797	0.767248991690819	1.68546026157012e-05	0.633880847834336	0.197992369864747	nosig	NA	1
