log2foldChange	pValues	logP	baseMean	FDR	logFDR	group	label	bar
Jonesia	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Kibdelosporangium	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Kineococcus	-8.79694971572153	0.170903520230797	0.767248991690819	0	0.626569245403326	0.203030925891308	nosig	NA	1
Kocuria	7.9972270142923	0.170903520230797	0.767248991690819	7.14714114354258e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Kribbella	-1.27855149597168	0.13854641509892	0.85840470714555	1.7393156214112e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Lancefieldella	-0.133724359726741	1	0	4.09836065573771e-06	1	0	nosig	NA	1
Lawsonella	7.9972270142923	0.381573905705021	0.418421332594266	1.97784810126582e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Leucobacter	0.976291797271691	0.565563097938799	0.247518935286804	1.09062588033389e-05	0.788122721708102	0.103406151532207	nosig	NA	1
Microbacterium	-1.84316027163264	0.488142933739699	0.311452993068265	3.93081761006289e-06	0.718308028725567	0.143689279311203	nosig	NA	1
Microlunatus	-1.29908458808007	0.170561087723945	0.768120043006473	1.13799452982814e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Micromonospora	-1.55759592757026	0.188937448002994	0.723681954999197	0.000154220022380847	0.626569245403326	0.203030925891308	nosig	NA	1
Micropruina	4.25438882221569	0.0128412623372195	1.89139228162996	3.55009020812425e-05	0.323688371327844	0.48987290257106	enriched	NA	1
Mobiluncus	-2.14249166902217	0.589744362208388	0.229336202156636	2.33208955223881e-06	0.788122721708102	0.103406151532207	nosig	NA	1
Modestobacter	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Mycobacterium	-2.19268619385825	0.334151659119493	0.476056378189392	4.10509031198686e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Mycobacteroides	-0.721435895872602	1	0	1.62337662337662e-06	1	0	nosig	NA	1
Mycolicibacter	7.9972270142923	0.381573905705021	0.418421332594266	1.5015015015015e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Mycolicibacterium	-1.48175481915792	0.138863797671684	0.857410961754796	7.50102268889669e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Nakamurella	-0.173281564361809	0.91412834520142	0.0389928242884845	3.17490899995514e-05	1	0	nosig	NA	1
Neomicrococcus	-8.79694971572153	0.170903520230797	0.767248991690819	0	0.626569245403326	0.203030925891308	nosig	NA	1
Nesterenkonia	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Nocardia	0.3819306249313	0.685443482677522	0.16402834856692	1.58094172098425e-05	0.880596108677098	0.0552232380041307	nosig	NA	1
Nocardioides	-0.379973657201446	0.95799832386793	0.0186352507706682	2.82781476949445e-05	1	0	nosig	NA	1
Nocardiopsis	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Nonomuraea	-5.37499376935403	0.269699624390875	0.569119658386129	3.55113636363636e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Olsenella	-3.91096741119316	0.000621600621600622	3.20648855991244	0.000172546216896856	0.0908780108780109	1.0415411872906	depleted	NA	1
Parafannyhessea	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Parolsenella	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Phoenicibacter	0.574705797342986	0.382284382284382	0.417613444137026	0.000119854822947331	0.626569245403326	0.203030925891308	nosig	NA	1
Plantactinospora	-0.694074852636085	0.48837084853161	0.311250267535732	2.39302633809439e-05	0.718308028725567	0.143689279311203	nosig	NA	1
Pontimonas	-1.04746055057182	0.407774760622591	0.389579658551885	5.11247443762781e-06	0.65512824179146	0.183673678251137	nosig	NA	1
Prauserella	7.9972270142923	0.170903520230797	0.767248991690819	3.63950565563469e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Pseudonocardia	-0.759218111619378	0.263010571926857	0.580026794334502	2.05827059239439e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Rhodococcus	2.20224060451229	0.00295260295260295	2.52979495028758	0.000254070129604344	0.17986272986273	0.745058819377341	enriched	NA	1
Rhodoluna	-0.745659327076229	0.700128127015315	0.154822474608919	2.38549618320611e-06	0.880705864268641	0.0551691118536365	nosig	NA	1
Rothia	0.387417932869182	0.557672607434147	0.253620687286032	2.09315517268913e-05	0.788122721708102	0.103406151532207	nosig	NA	1
Rubrobacter	0.019596134642386	0.874459248105127	0.0582604248765067	6.1665022956083e-05	1	0	nosig	NA	1
Saccharomonospora	-0.819001363032218	1	0	1.25628140703518e-06	1	0	nosig	NA	1
Saccharopolyspora	-0.692078512177798	0.410939240176157	0.386222386413241	1.45782212965076e-05	0.657322942163613	0.182221209525231	nosig	NA	1
Saccharothrix	7.9972270142923	0.381573905705021	0.418421332594266	3.27225130890052e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Salinispora	0.712544232093432	0.746317879932455	0.127076153632205	2.70970398423427e-05	0.914737011997896	0.0387037481793589	nosig	NA	1
Schaalia	-8.79694971572153	0.170903520230797	0.767248991690819	0	0.626569245403326	0.203030925891308	nosig	NA	1
Slackia	-0.822884620351208	1	0	2.67665952890792e-06	1	0	nosig	NA	1
Streptomyces	-0.715016234175892	0.194871794871795	0.710251014745708	9.76423160083062e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Streptosporangium	1.92829295870033	0.488142933739699	0.311452993068265	8.43538540747279e-06	0.718308028725567	0.143689279311203	nosig	NA	1
Tessaracoccus	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Thermobispora	-1.34903358346428	0.082077297728314	1.08577695049007	8.97605766914367e-06	0.619485602209627	0.207968782836866	depleted	NA	1
Thermomonospora	2.26488383968786	0.0844065776297395	1.0736237083863	1.04663702287618e-05	0.619485602209627	0.207968782836866	enriched	NA	1
Tropheryma	0.194881651227195	0.91412834520142	0.0389928242884845	2.70909258630796e-05	1	0	nosig	NA	1
Trueperella	0.619857504487321	0.565563097938799	0.247518935286804	6.77168834503207e-06	0.788122721708102	0.103406151532207	nosig	NA	1
Tsukamurella	7.9972270142923	0.381573905705021	0.418421332594266	3.43406593406593e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Xylanimicrobium	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Persephonella	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Chthonomonas	0.747227557837794	0.589744362208388	0.229336202156636	9.29780658255876e-06	0.788122721708102	0.103406151532207	nosig	NA	1
Fimbriimonas	0.997632985456084	1	0	4.09836065573771e-06	1	0	nosig	NA	1
Aequorivita	-2.33874287987403	0.589744362208388	0.229336202156636	4.35540069686411e-06	0.788122721708102	0.103406151532207	nosig	NA	1
Algoriphagus	-3.19234795558089	0.00702157395317672	2.15356552568209	8.2012796671831e-06	0.235804958467418	0.627447066872834	depleted	NA	1
Alistipes	0.375230122183727	0.104895104895105	0.979244778409381	0.098601927259513	0.626569245403326	0.203030925891308	nosig	Alistipes	1
Alkalitalea	-0.661398258966313	0.613698769302375	0.212044747639522	1.62457339816736e-05	0.814181125880283	0.0892789695334463	nosig	NA	1
Aquiflexum	7.9972270142923	0.381573905705021	0.418421332594266	2.21631205673759e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Aquimarina	7.9972270142923	0.381573905705021	0.418421332594266	1.86011904761905e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Aquirufa	7.9972270142923	0.170903520230797	0.767248991690819	7.71233008772775e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Arachidicoccus	-2.03965713976204	0.160528360528361	0.794448229720785	0.000900563360675019	0.626569245403326	0.203030925891308	nosig	NA	1
Bacteroides	-0.837476267213835	0.0498834498834499	1.30204351883553	0.000968480866025476	0.58814196556132	0.230517831375927	nosig	NA	1
Barnesiella	-0.65387906353466	0.328205128205128	0.483854637378631	0.00012464809958044	0.626569245403326	0.203030925891308	nosig	NA	1
Bergeyella	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Bernardetia	-1.36371102861952	0.305004520647559	0.515693723677018	4.76817526084477e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Butyricimonas	-0.933195211639044	0.0498834498834499	1.30204351883553	0.000354853043197085	0.58814196556132	0.230517831375927	nosig	NA	1
Candidatus_Amoebophilus	-0.825074317499321	1	0	2.44140625e-06	1	0	nosig	NA	1
Candidatus_Azobacteroides	-8.79694971572153	0.170903520230797	0.767248991690819	0	0.626569245403326	0.203030925891308	nosig	NA	1
Candidatus_Cardinium	1.23835403023135	0.160528360528361	0.794448229720785	8.67790980371719e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Candidatus_Sulcia	-2.21519018630582	0.000155400155400155	3.80854855124041	0.000369850426858548	0.0378658378658379	1.42175242900221	depleted	NA	1
Capnocytophaga	1.52483248001227	0.314840273143164	0.501909719498661	6.20573602143607e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Chitinophaga	0.871735618790792	0.613698769302375	0.212044747639522	4.71525791088951e-05	0.814181125880283	0.0892789695334463	nosig	NA	1
Chryseobacterium	0.513159124598557	0.573737373737374	0.241286858886531	0.000100570958320946	0.788122721708102	0.103406151532207	nosig	NA	1
Chryseolinea	2.43286006998268	0.072848858320992	1.1375772500543	2.47668946379038e-05	0.614103700066332	0.211758285920959	enriched	NA	1
Cloacibacterium	1.18345842835393	0.836045800136713	0.0777699304535564	1.00956389814374e-05	0.985724967580544	0.00624424299394986	nosig	NA	1
Croceibacter	-1.0383812432344	0.0281274281274281	1.55086997637122	0.0193370696150161	0.474772837701521	0.323514135492052	depleted	Croceibacter	1
Cyclobacterium	7.9972270142923	0.381573905705021	0.418421332594266	4.13907284768212e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Cytophaga	1.73952093435677	0.488142933739699	0.311452993068265	7.24662034430899e-06	0.718308028725567	0.143689279311203	nosig	NA	1
Duncaniella	-0.0537042823623996	1	0	0.167728408469151	1	0	nosig	Duncaniella	1
Dyadobacter	-1.36591688190409	0.65494027546235	0.183798301870438	9.90188558476676e-06	0.84586809428088	0.0726973561008491	nosig	NA	1
Echinicola	-1.459001232521	0.082216838812354	1.08503922559439	3.50085133339674e-05	0.619485602209627	0.207968782836866	depleted	NA	1
Elizabethkingia	0.0763528546835754	1	0	2.31413032950791e-05	1	0	nosig	NA	1
Empedobacter	7.9972270142923	0.381573905705021	0.418421332594266	3.36021505376344e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Fermentimonas	0.0964228207023268	0.720901320901321	0.142124178721646	0.000739032388600855	0.891673207409248	0.0497942826450409	nosig	NA	1
Flammeovirga	-1.24829569547289	0.0206682206682207	1.68469691027332	0.000744785009282785	0.431670551670552	0.364847577665735	depleted	NA	1
Flavisolibacter	-1.27270289006337	0.0904879299312675	1.04340934691458	1.79829579981839e-05	0.626569245403326	0.203030925891308	depleted	NA	1
Flavobacterium	-0.0355215809941725	0.958091128226702	0.0185931813141525	5.53622733386701e-05	1	0	nosig	NA	1
Fluviicola	7.9972270142923	0.381573905705021	0.418421332594266	2.65392781316348e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Gramella	0.596104683741359	0.565563097938799	0.247518935286804	6.02106887775743e-06	0.788122721708102	0.103406151532207	nosig	NA	1
Haliscomenobacter	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Hymenobacter	-1.48763058716881	0.36542155791502	0.43720583517899	6.58822087393516e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Kaistella	-0.252766070379967	1	0	1.86011904761905e-06	1	0	nosig	NA	1
Kordia	-0.153951924135947	1	0	4.97178420609103e-05	1	0	nosig	NA	1
Labilibaculum	2.74458862399699	1	0	0.000134974864217884	1	0	nosig	NA	1
Leadbetterella	7.9972270142923	0.0324742023051656	1.48846150811389	1.22077088756501e-05	0.474772837701521	0.323514135492052	enriched	NA	1
Maribellus	-0.441277177310274	0.160528360528361	0.794448229720785	0.00168053660798582	0.626569245403326	0.203030925891308	nosig	NA	1
Mucilaginibacter	-0.949892410123992	0.565563097938799	0.247518935286804	7.05575917209341e-06	0.788122721708102	0.103406151532207	nosig	NA	1
Mucinivorans	0.124777078339548	0.234498834498834	0.629859311464816	0.00151851980056888	0.626569245403326	0.203030925891308	nosig	NA	1
Muribaculum	-0.183123231597471	0.720901320901321	0.142124178721646	0.278139486048834	0.891673207409248	0.0497942826450409	nosig	Muribaculum	1
Muricauda	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Muriicola	7.9972270142923	0.381573905705021	0.418421332594266	2.16262975778547e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Myroides	-1.00603991846919	0.565563097938799	0.247518935286804	9.15497025356668e-06	0.788122721708102	0.103406151532207	nosig	NA	1
Niabella	-0.390024311245471	0.746317879932455	0.127076153632205	2.27943485134055e-05	0.914737011997896	0.0387037481793589	nosig	NA	1
Niastella	-0.396630831621227	1	0	1.92604006163328e-06	1	0	nosig	NA	1
Nonlabens	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Odoribacter	-1.59147143409636	0.00186480186480186	2.72936730519278	0.0103729950944886	0.136317016317016	0.86544992823492	depleted	Odoribacter	1
Paludibacter	-0.243141813773173	0.371677446913074	0.429833790742753	7.85768040677935e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Panacibacter	-8.79694971572153	0.0126798684465969	1.89688525222822	0	0.323688371327844	0.48987290257106	depleted	NA	1
Parabacteroides	-0.0375985802552235	0.278632478632479	0.554968261678223	0.0100693029763133	0.626569245403326	0.203030925891308	nosig	NA	1
Paraflavitalea	-0.25184157296847	0.701191262659848	0.154163504161608	1.21456534892707e-05	0.880705864268641	0.0551691118536365	nosig	NA	1
Paraprevotella	-1.81458779747379	0.00108780108780109	2.96345051122615	8.77457024121369e-05	0.113597513597514	0.944631174282545	depleted	NA	1
Pedobacter	0.473195120408322	0.653639569317364	0.184661664835467	3.99272963304245e-05	0.84586809428088	0.0726973561008491	nosig	NA	1
Persicobacter	7.9972270142923	0.170903520230797	0.767248991690819	1.96760482568059e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Petrimonas	3.33464758254377	0.613698769302375	0.212044747639522	0.000184029256245123	0.814181125880283	0.0892789695334463	nosig	NA	1
Phnomibacter	0.65557414081592	1	0	3.03398058252427e-06	1	0	nosig	NA	1
Phocaeicola	-0.799635800361665	0.13038073038073	0.884786590411705	0.000551051181569312	0.626569245403326	0.203030925891308	nosig	NA	1
Polaribacter	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Pontibacter	0.876465877553633	0.784022658299928	0.105671385998683	2.47436747810355e-05	0.952027513649913	0.0213505002986468	nosig	NA	1
Porphyromonas	-0.400787665217105	0.234498834498834	0.629859311464816	0.000396798099400325	0.626569245403326	0.203030925891308	nosig	NA	1
Prevotella	-0.442063918503488	0.160528360528361	0.794448229720785	0.000651405500169204	0.626569245403326	0.203030925891308	nosig	NA	1
Proteiniphilum	7.9972270142923	0.0764479298304189	1.11663427055773	1.20710698338031e-05	0.614103700066332	0.211758285920959	enriched	NA	1
Pseudobacter	-1.64587214794139	0.082077297728314	1.08577695049007	1.15383017613825e-05	0.619485602209627	0.207968782836866	depleted	NA	1
Pseudocnuella	-1.13306881268091	0.217218757301717	0.663102675211641	7.6035740853842e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Pseudopedobacter	0.414886581668902	0.082983682983683	1.08100729421185	9.31366976605531e-05	0.619485602209627	0.207968782836866	nosig	NA	1
Pseudoprevotella	-2.17184783900359	0.170561087723945	0.768120043006473	9.21399048440169e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Psychroflexus	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Rhodocytophaga	-0.946793756834425	0.949094251818098	0.0226906568962369	1.72673742978966e-05	1	0	nosig	NA	1
Robiginitalea	-0.708860140778823	0.700128127015315	0.154822474608919	2.75330396475771e-06	0.880705864268641	0.0551691118536365	nosig	NA	1
Roseivirga	-0.685632591504407	1	0	1.71939477303989e-06	1	0	nosig	NA	1
Salinivirga	7.9972270142923	0.381573905705021	0.418421332594266	8.47457627118644e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Sediminicola	7.9972270142923	0.170903520230797	0.767248991690819	1.10410036539368e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Sodaliphilus	-0.988140285398969	0.0104118104118104	1.98247374853958	0.0422128511613366	0.292732054270516	0.533529719552536	nosig	Sodaliphilus	1
Solitalea	-1.69506432497692	0.122175782393927	0.913014871139349	2.46524578302011e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Sphingobacterium	-0.809120756447297	0.54652373171261	0.262390974925516	2.9382627783566e-05	0.783350682121408	0.106043774065592	nosig	NA	1
Spirosoma	0.0608973739880732	1	0	7.72870203567301e-05	1	0	nosig	NA	1
Tannerella	-1.32050641909787	0.00466200466200466	2.33142729652074	6.63771717548078e-05	0.212995337995338	0.671629902218807	depleted	NA	1
Caldithrix	1.32507154009908	0.148010694023782	0.829706904958202	2.17791427460974e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Candidatus_Cloacimonas	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Candidatus_Vampirococcus	7.9972270142923	0.381573905705021	0.418421332594266	1.01419878296146e-05	0.626569245403326	0.203030925891308	nosig	NA	1
Candidatus_Saccharimonas	-3.44226855172533	0.00709672925620135	2.14894176300849	4.7438330170778e-06	0.235804958467418	0.627447066872834	depleted	NA	1
Simkania	-1.27941313083378	0.589744362208388	0.229336202156636	2.67665952890792e-06	0.788122721708102	0.103406151532207	nosig	NA	1
Waddlia	7.9972270142923	0.381573905705021	0.418421332594266	5.720823798627e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Chloroherpeton	0.183982297976119	1	0	2.39463601532567e-06	1	0	nosig	NA	1
Prosthecochloris	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Anaerolinea	-1.2291585099147	0.945001830339073	0.0245673503210126	5.87547218406593e-06	1	0	nosig	NA	1
Brevefilum	-1.59381812079243	0.183232976928822	0.736996362494681	4.88400488400488e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Caldilinea	1.31739644663112	0.0522595003179698	1.28183474711895	5.07529668618238e-05	0.601696785068792	0.220622308984683	enriched	NA	1
Candidatus_Promineofilum	-8.79694971572153	0.0764479298304189	1.11663427055773	0	0.614103700066332	0.211758285920959	depleted	NA	1
Chloroflexus	-8.79694971572153	0.0764479298304189	1.11663427055773	0	0.614103700066332	0.211758285920959	depleted	NA	1
Dehalococcoides	0.332299660802198	0.645376845376845	0.190186620130527	0.014668943542446	0.837958213091428	0.0767776380240131	nosig	Dehalococcoides	1
Dehalogenimonas	-1.60039254129076	1	0	2.21631205673759e-06	1	0	nosig	NA	1
Ktedonosporobacter	-8.79694971572153	0.00456930456922445	2.34014989286899	0	0.212995337995338	0.671629902218807	depleted	NA	1
Pelolinea	-0.143150757880937	0.829117983745419	0.0813836648131702	1.72734842114936e-05	0.984059453997944	0.00697866197189251	nosig	NA	1
Roseiflexus	7.9972270142923	0.381573905705021	0.418421332594266	2.08333333333333e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Sphaerobacter	7.9972270142923	0.170903520230797	0.767248991690819	4.85998652257821e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Tepidiforma	0.532527519345111	0.77233744129278	0.112192910969339	1.87088025314127e-05	0.940964449308371	0.0264267843951224	nosig	NA	1
Thermobaculum	0.660966317213161	0.278632478632479	0.554968261678223	0.000155383005855953	0.626569245403326	0.203030925891308	nosig	NA	1
Desulfurispirillum	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Coprothermobacter	1.36083089641567	0.589744362208388	0.229336202156636	1.00956389814374e-05	0.788122721708102	0.103406151532207	nosig	NA	1
Cyanothece	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Geminocystis	-8.79694971572153	0.381573905705021	0.418421332594266	0	0.626569245403326	0.203030925891308	nosig	NA	1
Leptolyngbya	7.9972270142923	0.0324742023051656	1.48846150811389	5.03265703772923e-05	0.474772837701521	0.323514135492052	enriched	NA	1
Oscillatoria	-1.17387391979276	0.836045800136713	0.0777699304535564	7.03189983510149e-06	0.985724967580544	0.00624424299394986	nosig	NA	1
Prochlorococcus	7.9972270142923	0.381573905705021	0.418421332594266	3.93081761006289e-06	0.626569245403326	0.203030925891308	nosig	NA	1
Pseudanabaena	-0.39341745717509	1	0	2.17770034843206e-06	1	0	nosig	NA	1
