log2foldChange	pValues	logP	baseMean	FDR	logFDR	group	label	bar
Corynebacterium	-0.745753124602444	0.104895104895105	0.979244778409381	0.000135531232867543	0.664219114219114	0.177688630874875	nosig	NA	1
Cutibacterium	6.36546913894188	0.381573905705021	0.418421332594266	7.50750750750751e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Denitrobacterium	0.957448889078485	0.565563097938799	0.247518935286804	1.04402259828465e-05	0.802138521541959	0.0957506267949533	nosig	NA	1
Dietzia	-2.88713179596737	0.488142933739699	0.311452993068265	2.17391304347826e-06	0.737520302063241	0.132226020159725	nosig	NA	1
Eggerthella	-0.916971960818323	0.476087344441214	0.322313362974969	1.65078077542054e-05	0.737520302063241	0.132226020159725	nosig	NA	1
Egibacter	-1.80725790843249	0.251613912866729	0.599265348464478	5.61996270900998e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Egicoccus	-1.5360530874636	0.091125993228696	1.04035772505102	7.10227272727273e-06	0.664219114219114	0.177688630874875	depleted	NA	1
Epidermidibacterium	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Euzebya	0.718890183908971	0.524449721806084	0.280296140623549	1.37201122399307e-05	0.77222999291362	0.112253334667523	nosig	NA	1
Flaviflexus	6.36546913894188	0.381573905705021	0.418421332594266	3.14070351758794e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Frankia	0.431891193462585	0.432802483745193	0.363710255586939	1.27453968988625e-05	0.710770453826009	0.148270633774762	nosig	NA	1
Friedmanniella	6.36546913894188	0.381573905705021	0.418421332594266	2.33208955223881e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Gardnerella	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Geodermatophilus	0.294997317422735	0.910682311620175	0.0406330987380426	1.39887176617018e-05	1	0	nosig	NA	1
Georgenia	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Gordonibacter	-0.214419177368892	0.268735937393746	0.570674252553876	0.000107970050150987	0.664219114219114	0.177688630874875	nosig	NA	1
Ilumatobacter	-1.2817676941959	0.312686223816409	0.504891252279004	1.02293822229456e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Jiangella	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Jonesia	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Kibdelosporangium	-0.594361198723406	1	0	1.62337662337662e-06	1	0	nosig	NA	1
Kineococcus	-7.00201605283607	0.170903520230797	0.767248991690819	0	0.664219114219114	0.177688630874875	nosig	NA	1
Kribbella	-2.20479450921543	0.0176767254458422	1.75259818346971	9.15274720015315e-06	0.664219114219114	0.177688630874875	depleted	NA	1
Lancefieldella	0.441626019551864	0.700128127015315	0.154822474608919	6.10671842908193e-06	0.877496232584415	0.0567547394448302	nosig	NA	1
Leucobacter	-1.13436492887383	0.488142933739699	0.311452993068265	2.52525252525253e-06	0.737520302063241	0.132226020159725	nosig	NA	1
Microbacterium	-1.35734722073452	0.836045800136713	0.0777699304535564	5.50461809754617e-06	0.970036445901529	0.0132119482527539	nosig	NA	1
Microlunatus	-0.274391081739383	0.553127445448601	0.25717479188129	2.31528072508339e-05	0.802138521541959	0.0957506267949533	nosig	NA	1
Micromonospora	-0.997558248173675	0.316997508681253	0.498944150937567	0.000227367769856087	0.664219114219114	0.177688630874875	nosig	NA	1
Micropruina	3.14445305777246	0.0128412623372195	1.89139228162996	1.64480883572242e-05	0.664219114219114	0.177688630874875	enriched	NA	1
Mobiluncus	-7.00201605283607	0.170903520230797	0.767248991690819	0	0.664219114219114	0.177688630874875	nosig	NA	1
Modestobacter	1.03000787523059	0.537093978442642	0.269949716631748	5.4194145388272e-06	0.78278382710852	0.106358155765805	nosig	NA	1
Mycobacterium	-0.484762524492827	0.80927967977986	0.0919013641796334	1.34109323208865e-05	0.961451927259834	0.0170724256717	nosig	NA	1
Mycobacteroides	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Mycolicibacterium	-2.01348040117489	0.0561971119187938	1.25028600311351	5.18865899725275e-06	0.664219114219114	0.177688630874875	depleted	NA	1
Nakamurella	-0.305568728548727	1	0	2.89673573854401e-05	1	0	nosig	NA	1
Neomicrococcus	-1.15626272044519	0.488142933739699	0.311452993068265	3.18066157760814e-06	0.737520302063241	0.132226020159725	nosig	NA	1
Nesterenkonia	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Nocardia	1.26074562793854	0.574551539027083	0.240671007687415	2.90713725845717e-05	0.802138521541959	0.0957506267949533	nosig	NA	1
Nocardioides	-0.357346426125583	0.364881314041918	0.437848376745724	2.87251584994775e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Nocardiopsis	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Nonomuraea	-5.21467210108031	0.406552852098087	0.390882987874303	3.968523721764e-06	0.686545124813532	0.16333091244987	nosig	NA	1
Olsenella	-4.1510306659383	0.000155400155400155	3.80854855124041	0.000146096294613006	0.108003108003108	0.966563746650292	depleted	NA	1
Parafannyhessea	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Parolsenella	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Pauljensenia	6.36546913894188	0.381573905705021	0.418421332594266	3.43406593406593e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Phoenicibacter	-0.30154523472617	0.712989487450741	0.146916873480241	6.52946608316543e-05	0.882088764131018	0.0544877098425509	nosig	NA	1
Plantactinospora	-1.27656448006492	0.0946411198588863	1.02392012947842	1.59808777235524e-05	0.664219114219114	0.177688630874875	depleted	NA	1
Pontimonas	-7.00201605283607	0.0764479298304189	1.11663427055773	0	0.664219114219114	0.177688630874875	depleted	NA	1
Pseudonocardia	-1.15288934958173	0.124998482350882	0.903095259877054	1.56673526191801e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Rhodococcus	0.205667154304908	0.441802641802642	0.354771691549963	6.36685724004652e-05	0.710770453826009	0.148270633774762	nosig	NA	1
Rhodoluna	1.45804093937516	0.700128127015315	0.154822474608919	1.0989010989011e-05	0.877496232584415	0.0567547394448302	nosig	NA	1
Rothia	-0.438235884571968	0.5009042191737	0.300245310182837	1.18101349502037e-05	0.753704092759887	0.122799126418261	nosig	NA	1
Rubrobacter	-0.27118848809867	0.70907308568472	0.14930899884552	5.04085266275194e-05	0.882088764131018	0.0544877098425509	nosig	NA	1
Saccharomonospora	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Saccharopolyspora	-2.59461697562859	0.0329106693769285	1.48266328441028	3.89927076050649e-06	0.664219114219114	0.177688630874875	depleted	NA	1
Salinispora	-1.23822922013259	0.223484540941044	0.650752512872986	7.00939486432752e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Schaalia	-0.677476082573235	1	0	5.58777108493912e-06	1	0	nosig	NA	1
Sinomonas	6.36546913894188	0.381573905705021	0.418421332594266	2.56673511293635e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Slackia	-0.165383600470673	0.700128127015315	0.154822474608919	4.22202364895243e-06	0.877496232584415	0.0567547394448302	nosig	NA	1
Streptomyces	-1.16110171062069	0.0652856489280541	1.18518227471771	7.16725676110714e-05	0.664219114219114	0.177688630874875	depleted	NA	1
Streptosporangium	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Tessaracoccus	0.566065469306649	1	0	3.75375375375375e-06	1	0	nosig	NA	1
Thermobispora	-2.21039672357549	0.0428436018280164	1.36811402550877	4.94071146245059e-06	0.664219114219114	0.177688630874875	depleted	NA	1
Thermomonospora	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Tropheryma	0.0841623827644839	0.91412834520142	0.0389928242884845	2.50896167197298e-05	1	0	nosig	NA	1
Trueperella	-0.538446220422665	0.700128127015315	0.154822474608919	3.03398058252427e-06	0.877496232584415	0.0567547394448302	nosig	NA	1
Xylanimicrobium	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Persephonella	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Sulfurihydrogenibium	6.36546913894188	0.381573905705021	0.418421332594266	2.17391304347826e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Chthonomonas	1.55588070925777	0.334151659119493	0.476056378189392	1.62858099421352e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Fimbriimonas	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Aequorivita	-1.85115100636998	0.945001830339073	0.0245673503210126	6.10671842908193e-06	1	0	nosig	NA	1
Algoriphagus	-1.60421063969949	0.082216838812354	1.08503922559439	2.46580421767315e-05	0.664219114219114	0.177688630874875	depleted	NA	1
Alistipes	0.555041121895257	0.160528360528361	0.794448229720785	0.11168990155548	0.664219114219114	0.177688630874875	nosig	Alistipes	1
Alkalitalea	-0.11696352047947	1	0	2.36935712029949e-05	1	0	nosig	NA	1
Aquiflexum	6.36546913894188	0.170903520230797	0.767248991690819	5.02937117378534e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Arachidicoccus	-0.210152476893428	0.720901320901321	0.142124178721646	0.0032007374734519	0.882088764131018	0.0544877098425509	nosig	NA	1
Bacteroides	-0.387850927686301	0.441802641802642	0.354771691549963	0.00132264032340233	0.710770453826009	0.148270633774762	nosig	NA	1
Barnesiella	0.56312331680669	0.328205128205128	0.483854637378631	0.000289760967319357	0.664219114219114	0.177688630874875	nosig	NA	1
Bergeyella	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Bernardetia	-0.493254036066474	0.822333756389101	0.0849518818038159	8.71737793348704e-06	0.968854008902309	0.01374165938352	nosig	NA	1
Blattabacterium	6.36546913894188	0.381573905705021	0.418421332594266	2.77161862527716e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Butyricimonas	-0.158497494996375	0.505361305361305	0.296398014318375	0.000607093781436578	0.753704092759887	0.122799126418261	nosig	NA	1
Candidatus_Amoebophilus	-0.642057940754702	1	0	2.77161862527716e-06	1	0	nosig	NA	1
Candidatus_Azobacteroides	-1.39944344399615	0.589744362208388	0.229336202156636	4.07830342577488e-06	0.802138521541959	0.0957506267949533	nosig	NA	1
Candidatus_Cardinium	1.12970676081056	0.429536845063436	0.366999577068086	8.04839059355352e-05	0.710770453826009	0.148270633774762	nosig	NA	1
Candidatus_Sulcia	0.368228679193233	0.720901320901321	0.142124178721646	0.00221672946576079	0.882088764131018	0.0544877098425509	nosig	NA	1
Capnocytophaga	1.34698598175787	0.711154169729434	0.148036239207342	5.48600459586967e-05	0.882088764131018	0.0544877098425509	nosig	NA	1
Chitinophaga	-1.36717708841633	0.56248466166329	0.249889315786942	9.98908180620558e-06	0.802138521541959	0.0957506267949533	nosig	NA	1
Chryseobacterium	-0.572201615432214	0.207244090986185	0.683517843352733	4.73965193449167e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Chryseolinea	0.0205775612319873	1	0	4.65266906833827e-06	1	0	nosig	NA	1
Cloacibacterium	1.04201403524246	0.52273349255784	0.28171967291342	9.15281758153639e-06	0.77222999291362	0.112253334667523	nosig	NA	1
Croceibacter	-0.238888078543625	0.645376845376845	0.190186620130527	0.0336559678871439	0.851113676540621	0.0700124307529601	nosig	Croceibacter	1
Cyclobacterium	6.36546913894188	0.381573905705021	0.418421332594266	2.7292576419214e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Cytophaga	0	1	0	2.17013888888889e-06	1	0	nosig	NA	1
Duncaniella	0.218192734962252	0.573737373737374	0.241286858886531	0.202514341442147	0.802138521541959	0.0957506267949533	nosig	Duncaniella	1
Dyadobacter	-1.79946157568067	0.80927967977986	0.0919013641796334	7.33175504195063e-06	0.961451927259834	0.0170724256717	nosig	NA	1
Echinicola	-1.19519331258984	0.082216838812354	1.08503922559439	4.20327462003689e-05	0.664219114219114	0.177688630874875	depleted	NA	1
Elizabethkingia	1.06926470368655	0.227462088204456	0.643090978152599	4.60557717313607e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Euzebyella	6.36546913894188	0.381573905705021	0.418421332594266	2.18531468531469e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Fermentimonas	0.319967080535325	0.720901320901321	0.142124178721646	0.000862893106762247	0.882088764131018	0.0544877098425509	nosig	NA	1
Flammeovirga	-0.0287360334666328	0.798445998445998	0.0977544513100782	0.00173442277037235	0.955111822581702	0.0199457791102951	nosig	NA	1
Flavisolibacter	-2.2626724769022	0.0184186122437189	1.73474309496434	9.05421054931609e-06	0.664219114219114	0.177688630874875	depleted	NA	1
Flavobacterium	-0.190471372169286	0.563236627143143	0.249309110881338	4.97243804049246e-05	0.802138521541959	0.0957506267949533	nosig	NA	1
Gramella	-7.00201605283607	0.170903520230797	0.767248991690819	0	0.664219114219114	0.177688630874875	nosig	NA	1
Haliscomenobacter	-0.0944018650283131	0.700128127015315	0.154822474608919	6.22779589254429e-06	0.877496232584415	0.0567547394448302	nosig	NA	1
Hymenobacter	0.829023338996756	0.476087344441214	0.322313362974969	3.28208989538056e-05	0.737520302063241	0.132226020159725	nosig	NA	1
Kaistella	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Kordia	-1.09196374502528	0.524449721806084	0.280296140623549	2.59503115387649e-05	0.77222999291362	0.112253334667523	nosig	NA	1
Labilibaculum	-2.99553066665971	0.269699624390875	0.569119658386129	2.52525252525253e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Maribellus	0.00272757429709855	0.959129759129759	0.0181226338492949	0.00228616054750706	1	0	nosig	NA	1
Mucilaginibacter	-0.841888730799997	0.749558782745198	0.125194302747908	7.6042449163913e-06	0.909150705074891	0.0413641201251841	nosig	NA	1
Mucinivorans	0.389367623626253	0.13038073038073	0.884786590411705	0.00182419033300802	0.664219114219114	0.177688630874875	nosig	NA	1
Muribaculum	0.0058320809462713	0.798445998445998	0.0977544513100782	0.317061759041251	0.955111822581702	0.0199457791102951	nosig	Muribaculum	1
Muricauda	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Muriicola	6.36546913894188	0.0764479298304189	1.11663427055773	1.30684625138469e-05	0.664219114219114	0.177688630874875	enriched	NA	1
Myroides	-7.00201605283607	0.0764479298304189	1.11663427055773	0	0.664219114219114	0.177688630874875	depleted	NA	1
Niabella	-0.732972819799486	0.621768741264933	0.206371115418256	1.79717097550214e-05	0.835839990675297	0.0778768539220844	nosig	NA	1
Niastella	1.57326524485108	0.488142933739699	0.311452993068265	7.54506739809084e-06	0.737520302063241	0.132226020159725	nosig	NA	1
Nonlabens	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Odoribacter	0.613012390486592	0.441802641802642	0.354771691549963	0.0478101304497491	0.710770453826009	0.148270633774762	nosig	Odoribacter	1
Paludibacter	-0.528723019205606	0.293266338421946	0.532737783172081	6.44652768139524e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Panacibacter	-1.18637924534638	0.410563990468254	0.386619144168375	1.43003393339673e-05	0.686545124813532	0.16333091244987	nosig	NA	1
Parabacteroides	0.673183001812573	0.0104118104118104	1.98247374853958	0.0164803330907639	0.664219114219114	0.177688630874875	nosig	NA	1
Paraflavitalea	-0.669244167620656	0.246737636807881	0.607764599147208	9.09431903430403e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Paraprevotella	-0.684491265016808	0.278632478632479	0.554968261678223	0.000192051988923808	0.664219114219114	0.177688630874875	nosig	NA	1
Pedobacter	-0.603344323903635	0.666227645409619	0.176377350030099	1.89321195733749e-05	0.87528962865725	0.057848217475171	nosig	NA	1
Petrimonas	2.20358953001993	0.643132205003642	0.191699742469513	8.40242162633339e-05	0.851113676540621	0.0700124307529601	nosig	NA	1
Phnomibacter	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Phocaeicola	-0.365525500134291	0.441802641802642	0.354771691549963	0.00074451278457455	0.710770453826009	0.148270633774762	nosig	NA	1
Polaribacter	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Pontibacter	-0.609510849346144	0.432802483745193	0.363710255586939	8.83365901548257e-06	0.710770453826009	0.148270633774762	nosig	NA	1
Porphyromonas	0.000295563759626295	0.878477078477078	0.0562695657802869	0.000523971500727117	0.994367377103533	0.00245313233134061	nosig	NA	1
Prevotella	-0.737738952570476	0.13038073038073	0.884786590411705	0.000530694231513229	0.664219114219114	0.177688630874875	nosig	NA	1
Pseudobacter	-0.262547592645595	0.789541841215336	0.102624849914791	3.0099832425934e-05	0.951007936992476	0.0218158584804082	nosig	NA	1
Pseudocnuella	-0.228696381586424	0.912631276288786	0.0397046518389644	1.42318386323272e-05	1	0	nosig	NA	1
Pseudopedobacter	0.414077030889052	0.382284382284382	0.417613444137026	9.30844497956478e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Pseudoprevotella	0.334632600847385	0.460596618704771	0.336679254568161	5.23568554968281e-05	0.735895747126014	0.133183706932685	nosig	NA	1
Psychroflexus	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Rhodocytophaga	-2.10155908613985	0.836045800136713	0.0777699304535564	7.75545533591041e-06	0.970036445901529	0.0132119482527539	nosig	NA	1
Robiginitalea	1.92318218420901	0.482500424617946	0.316502300125059	1.70678119732742e-05	0.737520302063241	0.132226020159725	nosig	NA	1
Roseivirga	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Rufibacter	6.36546913894188	0.381573905705021	0.418421332594266	3.65497076023392e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Runella	6.36546913894188	0.381573905705021	0.418421332594266	2.44140625e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Sodaliphilus	0.0869372642289486	1	0	0.0889355257098649	1	0	nosig	Sodaliphilus	1
Solitalea	-1.46969669027519	0.115994506630286	0.935562577985548	2.88205750992011e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Sphingobacterium	-0.587811798930094	0.621768741264933	0.206371115418256	3.42539980033144e-05	0.835839990675297	0.0778768539220844	nosig	NA	1
Spirosoma	-0.87912019744819	0.225776808332704	0.646320670605962	4.02840455934536e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Tannerella	-0.0885930256521752	0.674198197150507	0.171212413144969	0.000155905568503503	0.877467691047944	0.0567688655834114	nosig	NA	1
Caldithrix	1.10625080926742	0.148010694023782	0.829706904958202	1.8714109993152e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Candidatus_Cloacimonas	0.965385547760475	0.589744362208388	0.229336202156636	5.92410577470338e-06	0.802138521541959	0.0957506267949533	nosig	NA	1
Candidatus_Saccharimonas	-0.906156526076205	0.23555891992408	0.627900445658566	2.75153591271901e-05	0.664219114219114	0.177688630874875	nosig	NA	1
Simkania	0.00822644858083036	1	0	6.53448355674296e-06	1	0	nosig	NA	1
Waddlia	6.36546913894188	0.381573905705021	0.418421332594266	1.82215743440233e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Chloroherpeton	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Prosthecochloris	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Anaerolinea	-1.88316765541341	0.836045800136713	0.0777699304535564	3.73393199766134e-06	0.970036445901529	0.0132119482527539	nosig	NA	1
Brevefilum	-3.45059591288959	0.0345226939830987	1.46189532140575	1.34843581445523e-06	0.664219114219114	0.177688630874875	depleted	NA	1
Caldilinea	-0.716184265898892	0.90394632428869	0.0438573568668024	1.23963160932029e-05	1	0	nosig	NA	1
Candidatus_Promineofilum	-7.00201605283607	0.0764479298304189	1.11663427055773	0	0.664219114219114	0.177688630874875	depleted	NA	1
Chloroflexus	0.412565374997009	0.856216443954358	0.0674164356350193	9.99726825300548e-06	0.98848908396724	0.00502812230272997	nosig	NA	1
Dehalococcoides	0.611473357743946	0.234498834498834	0.629859311464816	0.0178007579108625	0.664219114219114	0.177688630874875	nosig	Dehalococcoides	1
Dehalogenimonas	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Ktedonosporobacter	0.115044261028059	0.872959425288042	0.059005941612893	8.76179345526899e-05	0.994367377103533	0.00245313233134061	nosig	NA	1
Pelolinea	-1.05868240755924	0.261956201697046	0.58177131536483	9.15751120708229e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Roseiflexus	6.36546913894188	0.381573905705021	0.418421332594266	2.74725274725275e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Tepidiforma	0.0947843557014121	1	0	1.38124961013244e-05	1	0	nosig	NA	1
Thermobaculum	-0.564482756356434	0.599241515835671	0.222398106066666	6.64517755081456e-05	0.810258469855626	0.0913764204718278	nosig	NA	1
Desulfurispirillum	-0.282587203255194	1	0	3.00480769230769e-06	1	0	nosig	NA	1
Coprothermobacter	-0.731511164074098	1	0	2.36742424242424e-06	1	0	nosig	NA	1
Acaryochloris	6.36546913894188	0.381573905705021	0.418421332594266	3.36021505376344e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Allocoleopsis	6.36546913894188	0.381573905705021	0.418421332594266	3.53107344632768e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Cyanothece	3.41052269916131	0.589744362208388	0.229336202156636	2.96689128143352e-05	0.802138521541959	0.0957506267949533	nosig	NA	1
Geminocystis	-7.00201605283607	0.381573905705021	0.418421332594266	0	0.664219114219114	0.177688630874875	nosig	NA	1
Leptolyngbya	6.36546913894188	0.381573905705021	0.418421332594266	4.49640287769784e-06	0.664219114219114	0.177688630874875	nosig	NA	1
Oscillatoria	-0.426152502408539	0.672753553642188	0.172143999512752	1.1807535253025e-05	0.877467691047944	0.0567688655834114	nosig	NA	1
Pseudanabaena	-0.211504105193712	1	0	2.4703557312253e-06	1	0	nosig	NA	1
Rippkaea	-7.00201605283607	0.170903520230797	0.767248991690819	0	0.664219114219114	0.177688630874875	nosig	NA	1
Synechococcus	0.404086534511855	0.441802641802642	0.354771691549963	0.000722390401805021	0.710770453826009	0.148270633774762	nosig	NA	1
